outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,SEP 2021,202135,80+,all_types,7441,6251492,6154,1549460,119.0275857,397.1706272,3.336794784,,,,0
case,SEP 2021,202135,all_ages_adj,all_types,131481,107221573,429310,58838251.55,122.6255093,729.6443873,5.950184356,124.4154638,728.995135,5.859361149,1
case,SEP 2021,202135,all_ages_adj,Janssen,14191,8649237,429310,58838251.55,164.072276,729.6443873,4.447091277,169.6157788,728.995135,4.297920512,1
case,SEP 2021,202135,all_ages_adj,Moderna,39573,40456955,429310,58838251.55,97.81507284,729.6443873,7.459426918,105.7209454,728.995135,6.895465533,1
case,SEP 2021,202135,all_ages_adj,Pfizer,75281,58041634,429310,58838251.55,129.7017241,729.6443873,5.625556578,132.0987068,728.995135,5.518563752,1
case,SEP 2021,202136,12-17,all_types,4031,6143459,59836,8351024,65.61450154,716.5109333,10.92000879,,,,0
case,SEP 2021,202136,18-29,all_types,18529,16082894,91790,16107257,115.2093647,569.8673585,4.946363172,,,,0
case,SEP 2021,202136,30-49,all_types,40350,31206509,132542,18601754,129.2999483,712.5242061,5.510630248,,,,0
case,SEP 2021,202136,50-64,all_types,29571,27742751,58759,9629867,106.5900062,610.1745746,5.724500791,,,,0
case,SEP 2021,202136,65-79,all_types,20875,21496491,22929,3344337.55,97.10887233,685.6066308,7.060185279,,,,1
case,SEP 2021,202136,80+,all_types,6761,6274403,5746,1532191,107.7552717,375.0185192,3.480280021,,,,0
case,SEP 2021,202136,all_ages_adj,all_types,120117,108946507,371602,57566430.55,110.2531906,645.5185712,5.854874293,111.368241,650.2105678,5.838384102,1
case,SEP 2021,202136,all_ages_adj,Janssen,12886,8754954,371602,57566430.55,147.1852394,645.5185712,4.385756167,143.6616406,650.2105678,4.525985957,1
case,SEP 2021,202136,all_ages_adj,Moderna,36297,40848349,371602,57566430.55,88.85793646,645.5185712,7.264613572,90.23236794,650.2105678,7.205957049,1
case,SEP 2021,202136,all_ages_adj,Pfizer,68633,59268931,371602,57566430.55,115.7992878,645.5185712,5.574460632,118.1108874,650.2105678,5.505085791,1
case,SEP 2021,202137,12-17,all_types,3811,6506616,48818,8145353,58.57115281,599.3355966,10.23260714,,,,0
case,SEP 2021,202137,18-29,all_types,16522,16453538,78067,15761937,100.4160929,495.2881108,4.932357918,,,,0
case,SEP 2021,202137,30-49,all_types,37122,31804319,112931,18102738,116.7199964,623.833809,5.344703805,,,,0
case,SEP 2021,202137,50-64,all_types,27444,28063653,51275,9394535,97.79197313,545.7960399,5.581194678,,,,0
case,SEP 2021,202137,65-79,all_types,19815,21606798,21045,3263325.55,91.7072488,644.8942858,7.032097182,,,,1
case,SEP 2021,202137,80+,all_types,6471,6297669,5199,1514030,102.7523041,343.3881759,3.341902442,,,,0
case,SEP 2021,202137,all_ages_adj,all_types,111185,110732593,317335,56181918.55,100.4085581,564.8347514,5.625364631,100.7313368,573.3797028,5.692168108,1
case,SEP 2021,202137,all_ages_adj,Janssen,11825,8847576,317335,56181918.55,133.6524264,564.8347514,4.226146631,125.3504526,573.3797028,4.574213263,1
case,SEP 2021,202137,all_ages_adj,Moderna,33859,41304617,317335,56181918.55,81.97388684,564.8347514,6.890422953,83.28036359,573.3797028,6.884932751,1
case,SEP 2021,202137,all_ages_adj,Pfizer,63256,60505252,317335,56181918.55,104.5462962,564.8347514,5.40272369,106.2162369,573.3797028,5.398230248,1
case,SEP 2021,202138,12-17,all_types,3481,6789539,40687,7984351,51.27004941,509.5843106,9.939220197,,,,0
case,SEP 2021,202138,18-29,all_types,13414,16776189,63120,15477723,79.95856508,407.8119243,5.10029068,,,,0
case,SEP 2021,202138,30-49,all_types,33167,32314520,93260,17694647,102.6380711,527.0520514,5.135054137,,,,0
case,SEP 2021,202138,50-64,all_types,24381,28324639,42293,9204562,86.07700172,459.4786802,5.337995876,,,,0
case,SEP 2021,202138,65-79,all_types,17589,21694259,17711,3192415.25,81.07674938,554.7837174,6.842698081,,,,1
case,SEP 2021,202138,80+,all_types,5767,6316512,4489,1496226,91.30038857,300.0215208,3.286092486,,,,0
case,SEP 2021,202138,all_ages_adj,all_types,97799,112215658,261560,55049924.25,87.15272159,475.1323522,5.451721341,87.04286203,483.9219597,5.559582353,1
case,SEP 2021,202138,all_ages_adj,Janssen,10276,8914283,261560,55049924.25,115.2756761,475.1323522,4.121705187,110.084382,483.9219597,4.395918395,1
case,SEP 2021,202138,all_ages_adj,Moderna,29881,41730369,261560,55049924.25,71.60492638,475.1323522,6.635470159,70.80779059,483.9219597,6.834303905,1
case,SEP 2021,202138,all_ages_adj,Pfizer,55824,61494936,261560,55049924.25,90.77820652,475.1323522,5.2339914,91.92666274,483.9219597,5.264217641,1
case,SEP 2021,202139,12-17,all_types,3283,7044651,34527,7854811,46.60273447,439.5650004,9.432171853,,,,0
case,SEP 2021,202139,18-29,all_types,12490,17136704,53532,15227716,72.88449401,351.5431993,4.823292033,,,,0
case,SEP 2021,202139,30-49,all_types,32416,32881576,81303,17321940,98.58408247,469.364286,4.761055479,,,,0
case,SEP 2021,202139,50-64,all_types,23689,28605591,37878,9025395,82.81248236,419.6824627,5.06786478,,,,0
case,SEP 2021,202139,65-79,all_types,17000,21787010,16311,3062066.25,78.02814613,532.6795264,6.826761276,,,,1
case,SEP 2021,202139,80+,all_types,5435,6335928,4037,1457729,85.7806465,276.9376201,3.228439414,,,,0
case,SEP 2021,202139,all_ages_adj,all_types,94313,113791460,227588,53949657.25,82.88231823,421.8525411,5.08977729,82.53812047,433.8579628,5.256455566,1
case,SEP 2021,202139,all_ages_adj,Janssen,9655,8991094,227588,53949657.25,107.3840403,421.8525411,3.928447282,101.5254045,433.8579628,4.273393098,1
case,SEP 2021,202139,all_ages_adj,Moderna,29046,42192601,227588,53949657.25,68.84145398,421.8525411,6.127885404,69.5064641,433.8579628,6.241980057,1
case,SEP 2021,202139,all_ages_adj,Pfizer,53972,62530964,227588,53949657.25,86.31243875,421.8525411,4.887505754,87.33732056,433.8579628,4.96761247,1
case,OCT 2021,202140,12-17,all_types,3124,7258979,28978,7743329,43.03635539,374.2318065,8.695713267,,,,0
case,OCT 2021,202140,18-29,all_types,11696,17474791,47074,15005935,66.93070034,313.702545,4.686975385,,,,0
case,OCT 2021,202140,30-49,all_types,31047,33396581,72139,16996045,92.96460617,424.4458049,4.565670984,,,,0
case,OCT 2021,202140,50-64,all_types,22699,28860698,34420,8865799,78.65021144,388.2334801,4.936203896,,,,0
case,OCT 2021,202140,65-79,all_types,16270,21873840,14931,2957695.25,74.38108718,504.8187436,6.786923433,,,,1
case,OCT 2021,202140,80+,all_types,5235,6354029,3735,1422991,82.38867024,262.4753073,3.185817983,,,,0
case,OCT 2021,202140,all_ages_adj,all_types,90071,115218918,201277,52991794.25,78.17379434,379.8267314,4.858747546,77.64225231,393.7695671,5.071588669,1
case,OCT 2021,202140,all_ages_adj,Janssen,9222,9062584,201277,52991794.25,101.7590568,379.8267314,3.732608608,96.4550371,393.7695671,4.082415796,1
case,OCT 2021,202140,all_ages_adj,Moderna,28297,42561792,201277,52991794.25,66.48451268,379.8267314,5.713010686,64.96361836,393.7695671,6.061386003,1
case,OCT 2021,202140,all_ages_adj,Pfizer,51181,63517061,201277,52991794.25,80.57835044,379.8267314,4.713756602,81.45037027,393.7695671,4.834472401,1
case,OCT 2021,202141,12-17,all_types,2722,7423386,23812,7649048,36.6679033,311.3067142,8.489896783,,,,0
case,OCT 2021,202141,18-29,all_types,10747,17753238,39915,14808954,60.53543585,269.5328786,4.45248101,,,,0
case,OCT 2021,202141,30-49,all_types,28082,33815445,61933,16709093,83.04489265,370.6544694,4.463302409,,,,0
case,OCT 2021,202141,50-64,all_types,20765,29069968,30064,8720949,71.43110718,344.7331248,4.826092418,,,,0
case,OCT 2021,202141,65-79,all_types,14517,21972466,13291,2871440.95,66.06905206,462.8686514,7.00583158,,,,1
case,OCT 2021,202141,80+,all_types,4740,6376902,3507,1393142,74.33076437,251.7331327,3.386661429,,,,0
case,OCT 2021,202141,all_ages_adj,all_types,81573,116411405,172522,52152626.95,70.07303108,330.8021285,4.720819456,69.51721311,345.8170398,4.974552695,1
case,OCT 2021,202141,all_ages_adj,Janssen,8358,9127245,172522,52152626.95,91.57199133,330.8021285,3.612481542,83.13831983,345.8170398,4.159538472,1
case,OCT 2021,202141,all_ages_adj,Moderna,26427,42857000,172522,52152626.95,61.66320554,330.8021285,5.364659939,58.85988156,345.8170398,5.875258846,1
case,OCT 2021,202141,all_ages_adj,Pfizer,45735,64349042,172522,52152626.95,71.07331917,330.8021285,4.654378497,72.17105043,345.8170398,4.791630962,1
case,OCT 2021,202142,12-17,all_types,2782,7566363,20722,7565468,36.7679954,273.9024208,7.449479305,,,,0
case,OCT 2021,202142,18-29,all_types,10179,18003187,36966,14628715,56.53998928,252.6947856,4.469310815,,,,0
case,OCT 2021,202142,30-49,all_types,27423,34191106,56948,16446631,80.20506853,346.2593646,4.317175597,,,,0
case,OCT 2021,202142,50-64,all_types,20367,29257584,27345,8578907,69.6127199,318.7468986,4.57886,,,,0
case,OCT 2021,202142,65-79,all_types,13286,22062214,12222,2811218.95,60.22061068,434.7580255,7.219422397,,,,1
case,OCT 2021,202142,80+,all_types,4439,6398693,3206,1364683,69.37354238,234.9263529,3.386396958,,,,0
case,OCT 2021,202142,all_ages_adj,all_types,78476,117479147,157409,51395622.95,66.79994025,306.2692715,4.584873435,66.52093191,321.1325178,4.827540875,1
case,OCT 2021,202142,all_ages_adj,Janssen,8147,9188045,157409,51395622.95,88.66957008,306.2692715,3.454051613,80.34060356,321.1325178,3.997138477,1
case,OCT 2021,202142,all_ages_adj,Moderna,25781,43076980,157409,51395622.95,59.84867091,306.2692715,5.117394703,57.01933727,321.1325178,5.631993165,1
case,OCT 2021,202142,all_ages_adj,Pfizer,43660,65135239,157409,51395622.95,67.02976863,306.2692715,4.569153046,68.30836679,321.1325178,4.701217916,1
case,OCT 2021,202143,12-17,all_types,2838,7682751,20153,7493507,36.93989302,268.9394966,7.280462248,,,,0
case,OCT 2021,202143,18-29,all_types,11304,18222034,37419,14455221,62.03478712,258.8614868,4.172843961,,,,0
case,OCT 2021,202143,30-49,all_types,29248,34514500,55849,16167185,84.74119573,345.4466563,4.076490228,,,,0
case,OCT 2021,202143,50-64,all_types,21207,29419473,27122,8397998,72.08490784,322.957924,4.480243281,,,,0
case,OCT 2021,202143,65-79,all_types,13109,22137341,11657,2699153.95,59.21668732,431.8760699,7.293148089,,,,1
case,OCT 2021,202143,80+,all_types,4645,6417997,3310,1311001,72.37460535,252.4788311,3.488500281,,,,0
case,OCT 2021,202143,all_ages_adj,all_types,82351,118394096,155510,50524065.95,69.55667789,307.7939138,4.425080713,69.73151373,322.6550491,4.627105191,1
case,OCT 2021,202143,all_ages_adj,Janssen,8549,9247311,155510,50524065.95,92.44849665,307.7939138,3.329355533,90.82692787,322.6550491,3.552416191,1
case,OCT 2021,202143,all_ages_adj,Moderna,27769,43286337,155510,50524065.95,64.15188238,307.7939138,4.797893723,61.96418969,322.6550491,5.207121254,1
case,OCT 2021,202143,all_ages_adj,Pfizer,45147,65781076,155510,50524065.95,68.63220054,307.7939138,4.484686654,70.49159327,322.6550491,4.577213171,1
case,NOV 2021,202144,12-17,all_types,3369,7780866,22354,7422240,43.2985223,301.1759253,6.955801476,,,,0
case,NOV 2021,202144,18-29,all_types,14968,18415240,41130,14285321,81.28050463,287.9179264,3.54227533,,,,0
case,NOV 2021,202144,30-49,all_types,33743,34804378,59597,15891504,96.95044687,375.0242897,3.868205891,,,,0
case,NOV 2021,202144,50-64,all_types,22893,29565423,28386,8221930,77.43166739,345.2474054,4.458736549,,,,0
case,NOV 2021,202144,65-79,all_types,13143,22208895,11947,2614630.9,59.17899112,456.928739,7.721130934,,,,1
case,NOV 2021,202144,80+,all_types,4575,6437910,3240,1273937.05,71.06343518,254.3296782,3.578910555,,,,1
case,NOV 2021,202144,all_ages_adj,all_types,92691,119212712,166654,49709562.95,77.75261417,335.2554119,4.311821737,79.53123716,349.4636326,4.394042455,1
case,NOV 2021,202144,all_ages_adj,Janssen,9965,9309309,166654,49709562.95,107.0433907,335.2554119,3.131958076,102.7423761,349.4636326,3.401358289,1
case,NOV 2021,202144,all_ages_adj,Moderna,30581,43484414,166654,49709562.95,70.32634728,335.2554119,4.767138133,70.17874062,349.4636326,4.979622454,1
case,NOV 2021,202144,all_ages_adj,Pfizer,51271,66339221,166654,49709562.95,77.286105,335.2554119,4.337848464,80.53782708,349.4636326,4.339124176,1
case,NOV 2021,202145,12-17,all_types,3716,7865713,24069,7341464,47.24301535,327.85014,6.939653143,,,,0
case,NOV 2021,202145,18-29,all_types,15602,18587128,44023,14121810,83.93981039,311.7376597,3.71382373,,,,0
case,NOV 2021,202145,30-49,all_types,37793,35075497,65069,15628345,107.7475823,416.3524673,3.864146725,,,,0
case,NOV 2021,202145,50-64,all_types,25942,29714081,31443,8050762,87.30540918,390.5593036,4.473483456,,,,0
case,NOV 2021,202145,65-79,all_types,13622,22321529,12951,2546672.9,61.02628543,508.5458757,8.333226774,,,,1
case,NOV 2021,202145,80+,all_types,4883,6471633,3511,1237271.05,75.45236264,283.769672,3.76091168,,,,1
case,NOV 2021,202145,all_ages_adj,all_types,101558,120035581,181066,48926324.95,84.60658011,370.0788894,4.374114743,86.61297141,387.2834551,4.47142557,1
case,NOV 2021,202145,all_ages_adj,Janssen,11082,9381148,181066,48926324.95,118.1305316,370.0788894,3.132796276,112.8763414,387.2834551,3.431041885,1
case,NOV 2021,202145,all_ages_adj,Moderna,33543,43734049,181066,48926324.95,76.69767782,370.0788894,4.825164202,77.46857303,387.2834551,4.999233108,1
case,NOV 2021,202145,all_ages_adj,Pfizer,56091,66840150,181066,48926324.95,83.91812406,370.0788894,4.409999551,87.39998274,387.2834551,4.431161689,1
case,NOV 2021,202146,12-17,all_types,4264,7940731,25214,7250128,53.69782706,347.7731704,6.476484978,,,,0
case,NOV 2021,202146,18-29,all_types,16781,18746020,45842,13948192,89.51766828,328.6590836,3.671443748,,,,0
case,NOV 2021,202146,30-49,all_types,41233,35327223,70218,15347284,116.7173542,457.5272081,3.9199587,,,,0
case,NOV 2021,202146,50-64,all_types,28819,29851979,35068,7862819,96.53966325,445.9978031,4.619840054,,,,0
case,NOV 2021,202146,65-79,all_types,14693,22414030,14837,2475887.9,65.55269177,599.2597645,9.141649997,,,,1
case,NOV 2021,202146,80+,all_types,4917,6498256,4021,1206151.05,75.66645574,333.3744973,4.405842643,,,,1
case,NOV 2021,202146,all_ages_adj,all_types,110707,120778239,195200,48090461.95,91.6613795,405.9016946,4.428273902,93.86204461,430.0489098,4.581712572,1
case,NOV 2021,202146,all_ages_adj,Janssen,11910,9464035,195200,48090461.95,125.8448431,405.9016946,3.225413807,115.3915628,430.0489098,3.726866152,1
case,NOV 2021,202146,all_ages_adj,Moderna,35668,43963361,195200,48090461.95,81.13119468,405.9016946,5.00302869,81.76720867,430.0489098,5.259429994,1
case,NOV 2021,202146,all_ages_adj,Pfizer,62134,67270343,195200,48090461.95,92.36462493,405.9016946,4.394557927,96.10920005,430.0489098,4.4745863,1
case,NOV 2021,202147,12-17,all_types,3400,8004086,17661,7177632,42.47830421,246.0560809,5.79251186,,,,0
case,NOV 2021,202147,18-29,all_types,15045,18887804,39355,13774171,79.65457498,285.7159244,3.586936776,,,,0
case,NOV 2021,202147,30-49,all_types,37725,35550047,61673,15082356,106.1180032,408.9082634,3.853335449,,,,0
case,NOV 2021,202147,50-64,all_types,26270,29973193,31729,7674519,87.6449833,413.4330764,4.717133381,,,,0
case,NOV 2021,202147,65-79,all_types,13275,22487956,13790,2428000.9,59.03159896,567.9569559,9.621236183,,,,1
case,NOV 2021,202147,80+,all_types,4538,6520866,3892,1185428.25,69.59198364,328.3201662,4.71778715,,,,1
case,NOV 2021,202147,all_ages_adj,all_types,100253,121423952,168100,47322107.15,82.56443506,355.2250948,4.302398418,84.2895933,383.6204892,4.551220076,1
case,NOV 2021,202147,all_ages_adj,Janssen,10830,9541398,168100,47322107.15,113.5053794,355.2250948,3.12958819,106.8921706,383.6204892,3.588854891,1
case,NOV 2021,202147,all_ages_adj,Moderna,31814,44160277,168100,47322107.15,72.04212057,355.2250948,4.930797317,72.18351016,383.6204892,5.314516963,1
case,NOV 2021,202147,all_ages_adj,Pfizer,56719,67641552,168100,47322107.15,83.85230428,355.2250948,4.236318822,87.32138828,383.6204892,4.393201904,1
case,DEC 2021,202148,12-17,all_types,6064,8063841,29939,7105442,75.19989543,421.3530981,5.6031075,,,,0
case,DEC 2021,202148,18-29,all_types,24884,19022845,62726,13600672,130.8111379,461.1977996,3.525676843,,,,0
case,DEC 2021,202148,30-49,all_types,54972,35762860,89360,14802322,153.7125387,603.6890699,3.927389887,,,,0
case,DEC 2021,202148,50-64,all_types,37676,30095789,44607,7478239.3,125.1869489,596.4906739,4.764799199,,,,0
case,DEC 2021,202148,65-79,all_types,18123,22558452,18320,2364882.9,80.33795936,774.6683779,9.642619554,,,,1
case,DEC 2021,202148,80+,all_types,5748,6542663,4939,1162929.25,87.85413524,424.7033945,4.834187865,,,,1
case,DEC 2021,202148,all_ages_adj,all_types,147467,122046450,249891,46514487.45,120.8285862,537.2326208,4.446237748,125.0746399,567.902338,4.54050748,1
case,DEC 2021,202148,all_ages_adj,Janssen,15657,9615017,249891,46514487.45,162.8390257,537.2326208,3.299163813,152.5775949,567.902338,3.722055903,1
case,DEC 2021,202148,all_ages_adj,Moderna,45305,44348044,249891,46514487.45,102.1578314,537.2326208,5.258849113,103.5430117,567.902338,5.484699821,1
case,DEC 2021,202148,all_ages_adj,Pfizer,85123,68002244,249891,46514487.45,125.1767515,537.2326208,4.29179232,130.7203546,567.902338,4.344406345,1
case,DEC 2021,202149,5-11,all_types,28,82423,36714,15156194,33.9711003,242.2375961,7.130696207,,,,0
case,DEC 2021,202149,12-17,all_types,6129,8116421,27894,7037789,75.5135792,396.3460683,5.248672789,,,,0
case,DEC 2021,202149,18-29,all_types,24170,19142641,56334,13399637,126.2626197,420.4143739,3.329682015,,,,0
case,DEC 2021,202149,30-49,all_types,49970,35949171,81531,14489693,139.0018145,562.682729,4.048024344,,,,0
case,DEC 2021,202149,50-64,all_types,34154,30206597,41687,7271419.3,113.0680162,573.2993557,5.070393687,,,,1
case,DEC 2021,202149,65-79,all_types,15604,22612327,17470,2310234.9,69.00660865,756.2001596,10.95837304,,,,1
case,DEC 2021,202149,80+,all_types,4908,6558783,4742,1142293.25,74.83095568,415.1298277,5.547568167,,,,1
case,DEC 2021,202149,all_ages_adj,all_types,134963,122668363,266372,60807260.45,110.0226633,438.0595311,3.981539057,105.8956738,503.285331,4.752652426,1
case,DEC 2021,202149,all_ages_adj,Janssen,14137,9679003,266372,60807260.45,146.0584318,438.0595311,2.99920741,119.4093012,503.285331,4.214791695,1
case,DEC 2021,202149,all_ages_adj,Moderna,41447,44506487,266372,60807260.45,93.12575041,438.0595311,4.70395706,123.7291905,503.285331,4.067636173,1
case,DEC 2021,202149,all_ages_adj,Pfizer,78123,68401570,266372,60807260.45,114.2122907,438.0595311,3.835485028,109.6852982,503.285331,4.5884484,1
case,DEC 2021,202150,5-11,all_types,511,750263,42104,14803117,68.10944962,284.4265839,4.176022351,,,,0
case,DEC 2021,202150,12-17,all_types,12661,8189071,32357,6964429,154.608502,464.6037744,3.005033801,,,,0
case,DEC 2021,202150,18-29,all_types,61441,19258904,84102,13194177,319.0264617,637.4175517,1.998008404,,,,0
case,DEC 2021,202150,30-49,all_types,90874,36132094,105206,14209384,251.5049363,740.3980356,2.94387079,,,,0
case,DEC 2021,202150,50-64,all_types,46654,30317165,45086,7097415.65,153.8864204,635.2453093,4.128014073,,,,1
case,DEC 2021,202150,65-79,all_types,18670,22665154,17454,2262031.9,82.37314426,771.6071555,9.367217465,,,,1
case,DEC 2021,202150,80+,all_types,4917,6573201,4374,1124510.25,74.80373718,388.9693313,5.199864953,,,,1
case,DEC 2021,202150,all_ages_adj,all_types,235728,123885852,330683,59655064.8,190.2783863,554.325104,2.913232106,194.9942046,620.5327233,3.182313672,1
case,DEC 2021,202150,all_ages_adj,Janssen,21311,9740193,330683,59655064.8,218.7944325,554.325104,2.533543005,242.2743331,620.5327233,2.561281319,1
case,DEC 2021,202150,all_ages_adj,Moderna,69278,44662715,330683,59655064.8,155.1137229,554.325104,3.573669006,280.5672099,620.5327233,2.211707931,1
case,DEC 2021,202150,all_ages_adj,Pfizer,143540,69401487,330683,59655064.8,206.8255396,554.325104,2.6801579,207.6613913,620.5327233,2.988194963,1
case,DEC 2021,202151,5-11,all_types,3133,1543744,53332,14470078,202.9481572,368.5674673,1.81606708,,,,0
case,DEC 2021,202151,12-17,all_types,32991,8273091,44738,6882346,398.7747747,650.0399718,1.630093007,,,,0
case,DEC 2021,202151,18-29,all_types,141306,19389559,155417,12952771,728.7736663,1199.874529,1.64642959,,,,0
case,DEC 2021,202151,30-49,all_types,205718,36335370,182321,13920923,566.1645939,1309.690457,2.313268033,,,,0
case,DEC 2021,202151,50-64,all_types,101568,30441025,68188,6920010.65,333.6549935,985.374206,2.953272767,,,,1
case,DEC 2021,202151,65-79,all_types,36049,22722450.1,23794,2217334.9,158.6492647,1073.090042,6.763914373,,,,1
case,DEC 2021,202151,80+,all_types,8014,6588946,5913,1108054.25,121.6279508,533.6381319,4.387462983,,,,1
case,DEC 2021,202151,all_ages_adj,all_types,528779,125294185.1,533703,58471517.8,422.0299606,912.7572194,2.162778249,444.5274306,1022.426277,2.300029664,1
case,DEC 2021,202151,all_ages_adj,Janssen,40523,9807450,533703,58471517.8,413.1858944,912.7572194,2.209071587,347.6018622,1022.426277,2.94137169,1
case,DEC 2021,202151,all_ages_adj,Moderna,154967,44837196,533703,58471517.8,345.6215237,912.7572194,2.640915443,404.0491465,1022.426277,2.530450283,1
case,DEC 2021,202151,all_ages_adj,Pfizer,329919,70567981,533703,58471517.8,467.5193981,912.7572194,1.952340851,478.4043526,1022.426277,2.137159228,1
case,DEC 2021,202152,5-11,all_types,12350,2066899,114042,14192089,597.5134731,803.5603497,1.344840553,,,,0
case,DEC 2021,202152,12-17,all_types,72734,8344414,84960,6808130,871.6489858,1247.919767,1.431676956,,,,0
case,DEC 2021,202152,18-29,all_types,280713,19509797,325756,12750276,1438.830963,2554.893714,1.775673293,,,,0
case,DEC 2021,202152,30-49,all_types,454597,36512424,398934,13679087,1245.047439,2916.378849,2.342383717,,,,0
case,DEC 2021,202152,50-64,all_types,265110,30547021,162632,6778064.65,867.8751358,2399.38697,2.764668407,,,,1
case,DEC 2021,202152,65-79,all_types,105621,22768586.1,55641,2184253.9,463.8891477,2547.368692,5.491330644,,,,1
case,DEC 2021,202152,80+,all_types,25632,6601295,13530,1096822.25,388.2874497,1233.563597,3.176933991,,,,1
case,DEC 2021,202152,all_ages_adj,all_types,1216757,126350436.1,1155495,57488722.8,963.0018206,2009.950724,2.087172299,1002.986005,2286.714727,2.279906913,1
case,DEC 2021,202152,all_ages_adj,Janssen,87061,9864236,1155495,57488722.8,882.5924278,2009.950724,2.277326046,765.2765625,2286.714727,2.988089325,1
case,DEC 2021,202152,all_ages_adj,Moderna,378111,44994147,1155495,57488722.8,840.355969,2009.950724,2.391784908,929.2205484,2286.714727,2.460895565,1
case,DEC 2021,202152,all_ages_adj,Pfizer,740967,71410566,1155495,57488722.8,1037.615358,2009.950724,1.937086521,1059.247132,2286.714727,2.158811345,1
case,JAN 2022,202201,5-11,all_types,30250,2344323,239715,13908181,1290.351202,1723.553928,1.335724667,,,,0
case,JAN 2022,202201,12-17,all_types,147602,8404013,162996,6713353,1756.327602,2427.937277,1.382394306,,,,0
case,JAN 2022,202201,18-29,all_types,395708,19621363,431126,12543913,2016.720245,3436.933914,1.704219473,,,,0
case,JAN 2022,202201,30-49,all_types,614988,36666239,529273,13428581,1677.259563,3941.391872,2.349899776,,,,1
case,JAN 2022,202201,50-64,all_types,365561,30639577,229328,6643288.65,1193.100675,3452.025225,2.893322666,,,,1
case,JAN 2022,202201,65-79,all_types,148056,22808194.7,79831,2150090.9,649.1351111,3712.912789,5.719784257,,,,1
case,JAN 2022,202201,80+,all_types,38179,6611991,21728,1085659.25,577.4206287,2001.364609,3.466042793,,,,1
case,JAN 2022,202201,all_ages_adj,all_types,1740344,127095700.7,1693997,56473066.8,1369.317759,2999.654696,2.190619874,1480.158199,3299.155281,2.228920722,1
case,JAN 2022,202201,all_ages_adj,Janssen,121470,9905337,1693997,56473066.8,1226.308605,2999.654696,2.446084683,1223.729843,3299.155281,2.69598335,1
case,JAN 2022,202201,all_ages_adj,Moderna,535846,45138503,1693997,56473066.8,1187.115133,2999.654696,2.526843953,1367.15516,3299.155281,2.413153517,1
case,JAN 2022,202201,all_ages_adj,Pfizer,1065478,71971227,1693997,56473066.8,1480.422169,2999.654696,2.026215736,1531.845072,3299.155281,2.153713415,1
case,JAN 2022,202202,5-11,all_types,36484,2589353,257049,13627902,1409.000627,1886.196423,1.33867678,,,,0
case,JAN 2022,202202,12-17,all_types,145841,8461365,181169,6608519,1723.610789,2741.446306,1.590525149,,,,0
case,JAN 2022,202202,18-29,all_types,280073,19723513,331220,12323905,1419.995515,2687.622146,1.89269763,,,,0
case,JAN 2022,202202,30-49,all_types,500463,36803832,444388,13162944,1359.812207,3376.05326,2.482734927,,,,1
case,JAN 2022,202202,50-64,all_types,307811,30718277,204557,6510428.65,1002.045134,3141.989737,3.135577061,,,,1
case,JAN 2022,202202,65-79,all_types,138045,22838181.7,76160,2120779.9,604.4482955,3591.131734,5.941172737,,,,1
case,JAN 2022,202202,80+,all_types,37899,6619590,22486,1075526.25,572.5279058,2090.697461,3.651695297,,,,1
case,JAN 2022,202202,all_ages_adj,all_types,1446616,127754111.7,1517029,55430004.8,1132.343985,2736.837216,2.416966267,1247.857437,2972.511709,2.382092394,1
case,JAN 2022,202202,all_ages_adj,Janssen,100754,9937237,1517029,55430004.8,1013.903563,2736.837216,2.699307228,960.6129469,2972.511709,3.094390638,1
case,JAN 2022,202202,all_ages_adj,Moderna,448869,45256547,1517029,55430004.8,991.8321873,2736.837216,2.759375276,1294.645664,2972.511709,2.296004067,1
case,JAN 2022,202202,all_ages_adj,Pfizer,877492,72480720,1517029,55430004.8,1210.655744,2736.837216,2.260623822,1260.868866,2972.511709,2.357510594,1
case,JAN 2022,202203,5-11,all_types,33899,2854809,191187,13393025,1187.434956,1427.511709,1.202180971,,,,0
case,JAN 2022,202203,12-17,all_types,99976,8533582,125192,6508545,1171.55961,1923.502104,1.641830332,,,,0
case,JAN 2022,202203,18-29,all_types,192888,19834567,231163,12148893,972.4840477,1902.749493,1.956586844,,,,0
case,JAN 2022,202203,30-49,all_types,380530,36952729,337090,12962100,1029.775095,2600.581696,2.525388029,,,,1
case,JAN 2022,202203,50-64,all_types,231108,30799395,156077,6417578.65,750.3653887,2432.023174,3.241118542,,,,1
case,JAN 2022,202203,65-79,all_types,114064,22869228.7,63321,2098377.9,498.7662745,3017.616608,6.050161692,,,,1
case,JAN 2022,202203,80+,all_types,33155,6627174,19339,1067893.25,500.28866,1810.9488,3.619807813,,,,1
case,JAN 2022,202203,all_ages_adj,all_types,1085620,128471484.7,1123369,54596412.8,845.0279862,2057.587564,2.434934224,933.3395953,2274.914423,2.437391958,1
case,JAN 2022,202203,all_ages_adj,Janssen,76214,9972406,1123369,54596412.8,764.2488683,2057.587564,2.692300439,722.1062354,2274.914423,3.150387452,1
