outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
death,FEB 2022,202206,all_ages_adj,Pfizer,600,66937462,1875,48471279.2,0.896359052,3.868270099,4.31553638,0.713837821,7.511583963,10.52281589,1
death,FEB 2022,202207,5-11,all_types,0,3386323,3,11656811,0,0.025736,,,,,0
death,FEB 2022,202207,12-17,all_types,0,8008284,2,5628319,0,0.0355346,,,,,0
death,FEB 2022,202207,18-29,all_types,3,18273751,8,10623940.45,0.016417,0.075301627,4.5868106,,,,0
death,FEB 2022,202207,30-49,all_types,21,33889999,51,11505354.95,0.0619652,0.443271852,7.153563158,,,,1
death,FEB 2022,202207,50-64,all_types,94,27703158,203,5827010.55,0.339311497,3.483776085,10.26719142,,,,1
death,FEB 2022,202207,65-79,all_types,294,20399095.7,402,1917401.8,1.441240359,20.96587163,14.54710278,,,,1
death,FEB 2022,202207,80+,all_types,331,5874571,389,1016386.3,5.634453988,38.27284961,6.792645691,,,,1
death,FEB 2022,202207,all_ages_adj,all_types,743,117535181.7,1058,48175224.05,0.632151148,2.19614962,3.47408943,0.423758059,4.192572328,9.893787821,1
death,FEB 2022,202207,all_ages_adj,Janssen,61,9028600,1058,47802627.05,0.675630773,2.213267482,3.275853572,0.711434736,4.192665994,5.89325455,1
death,FEB 2022,202207,all_ages_adj,Moderna,329,41055830,1058,47802627.05,0.801347823,2.213267482,2.761931109,0.411434706,4.192665994,10.19035567,1
death,FEB 2022,202207,all_ages_adj,Pfizer,351,67375004,1058,48175224.05,0.520964719,2.19614962,4.215543859,0.414739186,4.192572328,10.10893706,1
death,FEB 2022,202208,5-11,all_types,0,3561324,0,11579738,0,0,,,,,0
death,FEB 2022,202208,12-17,all_types,0,8068889,0,5594373,0,0,,,,,0
death,FEB 2022,202208,18-29,all_types,3,18359902,5,10582669.45,0.01634,0.0472471,2.891504531,,,,0
death,FEB 2022,202208,30-49,all_types,6,33992642,40,11478242.1,0.0176509,0.348485418,19.74323345,,,,1
death,FEB 2022,202208,50-64,all_types,63,27749523,124,5800650.55,0.22703093,2.137691263,9.415859185,,,,1
death,FEB 2022,202208,65-79,all_types,175,20414947.7,290,1908858.8,0.85721503,15.19232329,17.72288488,,,,1
death,FEB 2022,202208,80+,all_types,231,5878474,244,1013904.3,3.929591251,24.06538763,6.124145259,,,,1
death,FEB 2022,202208,all_ages_adj,all_types,478,118025701.7,703,47958436.2,0.404996533,1.465852633,3.619420202,0.271647858,2.847576725,10.48260327,1
death,FEB 2022,202208,all_ages_adj,Janssen,32,9044148,703,47592180.2,0.353819951,1.477133422,4.174816651,0.382907527,2.847576725,7.436721733,1
death,FEB 2022,202208,all_ages_adj,Moderna,231,41150563,703,47592180.2,0.561353195,1.477133422,2.631379738,0.281733002,2.847576725,10.10735946,1
death,FEB 2022,202208,all_ages_adj,Pfizer,215,67755859,703,47958436.2,0.317315732,1.465852633,4.619539737,0.254606988,2.847576725,11.18420492,1
